-- Customers

insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('91703429', '8854358986', 'Darius Joist', '2022/04/28', 'M', 'Colombia', 'djoist0@issuu.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('66793489', '9547712457', 'Zack Bohlmann', '2023/11/01', 'F', 'Peru', 'zbohlmannb@printfriendly.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('21227810', '8923801397', 'Ax Schruur', '2023/12/18', 'F', 'Nigeria', 'aschruurc@simplemachines.org');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('31033977', '8381516240', 'Crystie Babe', '2022/10/07', 'M', 'Ukraine', 'cbabed@trellian.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('93360957', '8859101658', 'Fairlie Shakespeare', '2024/03/01', 'F', 'Japan', 'fshakespearee@archive.org');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('18391647', '9023472714', 'Bili Eaddy', '2023/07/21', 'M', 'Indonesia', 'beaddyf@economist.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('43487767', '9822832384', 'Rog Vigar', '2024/03/23', 'F', 'Indonesia', 'rvigarg@amazon.co.uk');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('37162521', '9235525228', 'Julissa Lumby', '2022/01/09', 'M', 'Colombia', 'jlumbyh@ed.gov');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('67108113', '8472370510', 'Serene Adcocks', '2022/04/28', 'F', 'Russia', 'sadcocksi@noaa.gov');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('65895451', '8050225522', 'Derrek Cribbin', '2022/10/02', 'M', 'Portugal', 'dcribbinj@pcworld.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('30507738', '8642891294', 'Joli Noddle', '2022/12/18', 'M', 'China', 'jnoddlek@earthlink.net');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('54439835', '8841932166', 'Johannes Fawlo', '2022/06/09', 'M', 'United States', 'jfawlol@deliciousdays.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('73271905', '9771358572', 'Reinold Tailby', '2022/10/03', 'M', 'Norway', 'rtailbym@msu.edu');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('38653145', '8826366773', 'Pietro Dalloway', '2023/10/30', 'M', 'China', 'pdallowayn@amazon.de');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('14250956', '8687632883', 'Georgia Das', '2023/09/17', 'M', 'Russia', 'gdaso@wordpress.org');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('67677715', '8667086806', 'Glenda Whinney', '2022/06/07', 'F', 'Mexico', 'gwhinneyp@usgs.gov');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('63474563', '9288399672', 'Jake McGeechan', '2022/10/14', 'F', 'China', 'jmcgeechanq@earthlink.net');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('79645486', '8133555576', 'Charisse Loveitt', '2022/08/20', 'F', 'Peru', 'cloveittr@ow.ly');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('27728228', '9694807612', 'Winthrop Houlson', '2022/12/16', 'M', 'Swaziland', 'whoulsons@facebook.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('11276685', '9838029687', 'Leshia Ambrus', '2022/03/11', 'F', 'Philippines', 'lambrust@opensource.org');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('60192320', '9496136716', 'Jerry Exall', '2022/04/16', 'F', 'Russia', 'jexallu@paypal.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('59226259', '8678493857', 'Ursala Doumic', '2023/12/03', 'F', 'China', 'udoumicv@scribd.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('48623218', '8256428027', 'Ambrosio Joysey', '2023/11/25', 'F', 'Mongolia', 'ajoyseyw@godaddy.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('95168499', '9511357463', 'Penelopa Hunnybun', '2023/05/29', 'M', 'Slovenia', 'phunnybunx@sina.com.cn');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('42450217', '8378788199', 'Leontine Warde', '2024/03/05', 'F', 'Sweden', 'lwardey@friendfeed.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('65418307', '9909160896', 'Chad Woollam', '2022/09/12', 'F', 'China', 'cwoollamz@sogou.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('28297584', '9154642332', 'Kelcy Rosentholer', '2022/05/04', 'M', 'China', 'krosentholer10@si.edu');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('92121269', '9483396946', 'Horatia Bamell', '2023/03/10', 'F', 'Estonia', 'hbamell11@angelfire.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('14346756', '9757939353', 'Phoebe Carlon', '2022/07/22', 'M', 'Yemen', 'pcarlon12@reddit.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('51822595', '8399807834', 'Leonora Blazeby', '2024/02/04', 'M', 'Philippines', 'lblazeby13@netlog.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('10207126', '8313261387', 'Arley Janjic', '2023/01/30', 'F', 'Indonesia', 'ajanjic14@icq.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('11695045', '9095216609', 'Zulema Arnhold', '2022/07/12', 'F', 'France', 'zarnhold15@soundcloud.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('25563153', '9843384690', 'Kev Randleson', '2023/11/30', 'M', 'Finland', 'krandleson16@zimbio.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('27534345', '9230956297', 'Lolly Hulland', '2023/01/19', 'F', 'China', 'lhulland17@acquirethisname.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('80590198', '8924422948', 'Gasparo Durran', '2022/04/09', 'M', 'Nigeria', 'gdurran18@alexa.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('48310093', '9228580302', 'Kalvin Annakin', '2022/01/16', 'F', 'Canada', 'kannakin19@lulu.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('61013010', '8813801627', 'Brandie Meneo', '2023/02/12', 'F', 'Brazil', 'bmeneo1a@jugem.jp');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('89393125', '8390572506', 'Winnah Wensley', '2023/08/11', 'M', 'France', 'wwensley1b@paypal.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('73406161', '9306653928', 'Ethelin Huffa', '2023/06/06', 'F', 'China', 'ehuffa1c@tinyurl.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('36815975', '9122376380', 'Corina Alans', '2024/02/21', 'M', 'China', 'calans1d@engadget.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('62340461', '8095764238', 'Yalonda Sedwick', '2022/05/16', 'F', 'Russia', 'ysedwick1e@vk.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('45459147', '9244292315', 'Cynthia Petrelli', '2024/02/11', 'F', 'Russia', 'cpetrelli1f@icio.us');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('21016737', '8818838529', 'Helenka Drew-Clifton', '2022/09/13', 'F', 'Yemen', 'hdrewclifton1g@japanpost.jp');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('63922997', '9041511640', 'Sosanna Bussen', '2023/11/11', 'M', 'Peru', 'sbussen1h@statcounter.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('27319251', '8355489969', 'Christal Sutcliff', '2022/08/04', 'M', 'Brazil', 'csutcliff1i@sfgate.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('38255582', '9428643530', 'Con Beaven', '2022/11/02', 'F', 'Lithuania', 'cbeaven1j@google.it');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('87523079', '9415709218', 'Gill Natte', '2022/09/26', 'F', 'Croatia', 'gnatte1k@slashdot.org');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('51346421', '8231726982', 'Henrieta Card', '2024/03/02', 'F', 'Pakistan', 'hcard1l@jalbum.net');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('38065450', '9855698263', 'Giustino Gaenor', '2022/10/01', 'F', 'Canada', 'ggaenor1m@webeden.co.uk');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('68616667', '9555967711', 'Dina MacCafferky', '2024/01/25', 'M', 'China', 'dmaccafferky1n@nasa.gov');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('28922457', '8537595547', 'Gratiana Cherrison', '2022/10/24', 'M', 'Philippines', 'gcherrison1o@ameblo.jp');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('71221470', '8055208513', 'Hazel Fante', '2022/07/09', 'M', 'China', 'hfante1p@prweb.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('63019905', '8394546343', 'Adrienne Shew', '2023/08/07', 'M', 'Martinique', 'ashew1q@sourceforge.net');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('84231764', '8338467815', 'Brook De Marchi', '2022/09/13', 'M', 'China', 'bde1r@si.edu');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('34679501', '9039306997', 'Willem Falcus', '2022/05/13', 'F', 'Brazil', 'wfalcus1s@dailymail.co.uk');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('79280513', '8512414809', 'Dougy Lorentzen', '2023/02/26', 'M', 'United States', 'dlorentzen1t@tripod.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('14871049', '8503092512', 'Tatiania Livock', '2022/05/19', 'M', 'Portugal', 'tlivock1u@state.tx.us');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('54954770', '8076421688', 'Modesta McGeouch', '2022/03/22', 'F', 'Peru', 'mmcgeouch1v@ihg.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('69504098', '8657051428', 'Konrad Adel', '2022/02/07', 'F', 'Colombia', 'kadel1w@wiley.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('58691111', '8327342016', 'Aldo Handes', '2022/09/03', 'M', 'France', 'ahandes1x@bbb.org');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('70590454', '8782365580', 'Allayne Cortnay', '2023/08/18', 'M', 'China', 'acortnay1y@globo.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('91174694', '8316218627', 'Freida Avis', '2023/02/15', 'F', 'Indonesia', 'favis1z@friendfeed.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('23160852', '9460777879', 'Abraham Findlow', '2023/06/11', 'M', 'Ukraine', 'afindlow20@cnbc.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('24167266', '8019818318', 'Maynord Smout', '2023/01/11', 'M', 'China', 'msmout21@sohu.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('19312901', '8112277175', 'Stan Tripony', '2023/08/06', 'M', 'Russia', 'stripony22@nba.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('92879420', '9967257258', 'Alphonse Tattersdill', '2022/01/10', 'M', 'China', 'atattersdill23@blog.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('87237030', '8662406840', 'Edith Worg', '2022/07/15', 'M', 'China', 'eworg24@usgs.gov');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('38377863', '8923386299', 'Wally Skarr', '2022/11/19', 'F', 'Russia', 'wskarr25@wunderground.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('95096449', '9752553995', 'Brigit Jaquest', '2024/02/01', 'M', 'Argentina', 'bjaquest26@edublogs.org');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('26271019', '8172450451', 'Tabbie Cruxton', '2023/03/15', 'F', 'Brazil', 'tcruxton27@sun.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('50926047', '9614890023', 'Roshelle Goodfield', '2022/07/13', 'M', 'Argentina', 'rgoodfield28@webeden.co.uk');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('81399421', '9553675012', 'Cher Peppard', '2023/02/03', 'M', 'Philippines', 'cpeppard29@berkeley.edu');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('46714902', '8156643410', 'Willy Worsam', '2023/01/07', 'M', 'Tanzania', 'wworsam2a@ted.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('47076336', '8214123976', 'Danit Ianittello', '2024/03/03', 'F', 'United States', 'dianittello2b@ebay.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('47146320', '8995532790', 'Ronny Puvia', '2024/01/15', 'M', 'Venezuela', 'rpuvia2c@creativecommons.org');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('23171458', '8519590336', 'Dottie Blair', '2023/06/14', 'M', 'Philippines', 'dblair2d@mapy.cz');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('31615123', '9173272982', 'Genevieve Corrie', '2022/09/21', 'F', 'South Korea', 'gcorrie2e@loc.gov');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('27920589', '9628947114', 'Vevay Rouf', '2022/12/12', 'M', 'Russia', 'vrouf2f@ucoz.ru');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('35446163', '8738098511', 'Yoshiko Ottewill', '2023/09/17', 'M', 'Japan', 'yottewill2g@slideshare.net');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('63038436', '9094737464', 'Otto Howison', '2022/05/04', 'F', 'China', 'ohowison2h@angelfire.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('33857692', '9176083125', 'Mariya Harberer', '2022/12/01', 'M', 'Indonesia', 'mharberer2i@newyorker.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('42445633', '9650973951', 'Loreen Parsley', '2023/09/26', 'F', 'Poland', 'lparsley2j@google.de');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('63931946', '8149298024', 'Douglas Gerrels', '2022/12/30', 'M', 'Belarus', 'dgerrels2k@nymag.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('53681724', '8175830211', 'Fons Stonebanks', '2023/10/20', 'M', 'China', 'fstonebanks2l@sun.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('57883070', '9729222673', 'Cecilio Stubs', '2023/11/23', 'M', 'Indonesia', 'cstubs2m@virginia.edu');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('15489082', '8229259167', 'Vinnie Barbie', '2022/07/03', 'F', 'China', 'vbarbie2n@soup.io');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('70101460', '8547259982', 'Sunshine Seeds', '2022/06/15', 'F', 'Indonesia', 'sseeds2o@gravatar.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('44345522', '8856949870', 'Glen Haddy', '2022/07/05', 'M', 'Georgia', 'ghaddy2p@eepurl.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('81937733', '9542923426', 'Zolly Thrussell', '2022/08/21', 'F', 'Indonesia', 'zthrussell2q@cdbaby.com');
insert into Customer (Login_ID, Contact_No, Name, DOB, Gender, Nationality, E_mail) values ('27448983', '8208662224', 'Iris Longstreeth', '2024/03/20', 'M', 'Indonesia', 'ilongstreeth2r@huffingtonpost.com');





-- Travel_Companions

insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('91703429', 'Chelsea Whitwam', 'M', '8859553042', '2024/02/07', 'China', 'cwhitwam0@tamu.edu');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('48190290', 'Horatia Slipper', 'M', '8220577587', '2023/07/11', 'Peru', 'hslipper1@mtv.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('46665614', 'Yolane Roydon', 'M', '8961546560', '2024/01/07', 'Poland', 'yroydon2@printfriendly.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('41642324', 'Osmund St Leger', 'M', '8892023193', '2023/07/23', 'China', 'ost3@hao123.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('97068527', 'Gale Archbutt', 'M', '8476541107', '2024/02/08', 'China', 'garchbutt4@businessinsider.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('51528158', 'Katey Wybourne', 'F', '9174298925', '2023/11/02', 'Indonesia', 'kwybourne5@oakley.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('55851103', 'Jessy Yanez', 'F', '8316463815', '2023/04/25', 'Russia', 'jyanez6@amazon.de');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('31916558', 'Sky Brenard', 'F', '8027832823', '2023/07/20', 'Philippines', 'sbrenard7@godaddy.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('50192313', 'Andrej Meredith', 'M', '9016645006', '2023/04/20', 'Philippines', 'ameredith8@nbcnews.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('24352520', 'Jordanna Lowes', 'M', '8267120802', '2023/04/09', 'China', 'jlowes9@webmd.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('67876485', 'Ethelbert Mart', 'F', '9855313388', '2023/10/30', 'Kuwait', 'emarta@ezinearticles.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('66793489', 'Roch Southerden', 'M', '8506309600', '2023/05/30', 'Sweden', 'rsoutherdenb@vistaprint.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('21227810', 'Ardeen Bellow', 'F', '9068352538', '2024/02/25', 'Poland', 'abellowc@who.int');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('31033977', 'Lorilee Gemson', 'M', '8240744543', '2023/12/29', 'Philippines', 'lgemsond@uol.com.br');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('93360957', 'Robert Dreinan', 'F', '9681338113', '2023/10/04', 'Latvia', 'rdreinane@exblog.jp');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('18391647', 'Lowe Cotherill', 'F', '9364705963', '2024/04/02', 'Mexico', 'lcotherillf@jimdo.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('43487767', 'Shawna Menat', 'M', '9281845487', '2024/01/25', 'Albania', 'smenatg@nature.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('37162521', 'Ashly Humphrey', 'F', '8767371350', '2023/11/17', 'Peru', 'ahumphreyh@umn.edu');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('67108113', 'Garey Dukelow', 'M', '9519547225', '2023/07/18', 'Brazil', 'gdukelowi@is.gd');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('65895451', 'Calypso Kolczynski', 'M', '9866587532', '2024/01/23', 'Poland', 'ckolczynskij@comsenz.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('30507738', 'Isadora Searl', 'M', '9626693066', '2023/11/08', 'Brazil', 'isearlk@ox.ac.uk');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('54439835', 'Emory Burrow', 'M', '9147713287', '2023/10/01', 'Iraq', 'eburrowl@csmonitor.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('73271905', 'Lulita Lenney', 'F', '9538064872', '2023/08/15', 'China', 'llenneym@blogtalkradio.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('38653145', 'Ernestine Comport', 'F', '9432203557', '2023/09/13', 'Guatemala', 'ecomportn@dyndns.org');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('14250956', 'Dyann Kem', 'M', '8115032820', '2023/04/28', 'Norway', 'dkemo@redcross.org');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('67677715', 'Warner Lamzed', 'M', '9811853141', '2023/04/22', 'New Zealand', 'wlamzedp@yolasite.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('63474563', 'Christoffer Narracott', 'F', '9623176877', '2023/06/06', 'Ethiopia', 'cnarracottq@howstuffworks.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('79645486', 'Kerrill Sheehy', 'F', '8148157939', '2023/06/05', 'Portugal', 'ksheehyr@desdev.cn');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('27728228', 'Zelda Kennett', 'M', '8473765813', '2023/04/04', 'Sweden', 'zkennetts@time.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('11276685', 'Sonnie Dalgarno', 'F', '8663303374', '2023/05/08', 'Greece', 'sdalgarnot@va.gov');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('60192320', 'Charmine Crosfield', 'M', '8586635576', '2024/02/19', 'Portugal', 'ccrosfieldu@domainmarket.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('59226259', 'Prisca Balf', 'F', '8899816769', '2023/09/22', 'Philippines', 'pbalfv@slate.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('48623218', 'Babb Haughan', 'F', '9781677751', '2023/12/09', 'Indonesia', 'bhaughanw@wikipedia.org');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('95168499', 'Zelma Vagges', 'M', '9565357875', '2023/12/13', 'Indonesia', 'zvaggesx@cbsnews.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('42450217', 'Glenine Osgood', 'M', '9772779166', '2023/11/09', 'Mexico', 'gosgoody@shareasale.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('65418307', 'Caterina Beartup', 'M', '8769330372', '2023/05/10', 'Indonesia', 'cbeartupz@ibm.com');
insert into Travel_Companions (Login_ID, Companion_Name, Gender, Contact_No, DOB, Nationality, E_mail) values ('28297584', 'Lamar O''Scollee', 'F', '9808858828', '2023/09/01', 'China', 'loscollee10@wsj.com');
